2020最新CPU性能排行榜天梯图，时时更新，助您更快直观的了解CPU性能排行，如有疑问可**交流！
CTRL+F可查找您要的CPU，选中进行对比。
http://www.360doc.com/content/20/1026/12/39305448_942429466.shtml
   
排行	名称	主频	核心数量	插槽类型	测评得分	对比
2277	AMD Phenom II P650 Dual-Core	2.6 GHz	2	S1	821	 
2278	Intel Core2 Duo T9550	2.7 GHz	2	BGA479	821	 
2279	Intel Core2 Duo E8135	2.4 GHz	2	821	 
2280	Intel Celeron B810	1.6 GHz	2	PGA988B	819	 
2281	AMD Turion II P560 Dual-Core	2.5 GHz	2	S1	818	 
2282	AMD A4-4355M APU	1.9 GHz	2	FP2	816	 
2283	AMD A4-3330MX APU	2.2 GHz	2	FS1 uPGA	816	 
2284	AMD E2-9000e	1.5 GHz	2	815	 
2285	AMD Turion II Ultra Dual-Core Mobile M620	2.5 GHz	2	S1	814	 
2286	AMD A6-4455M APU	2.1 GHz	2	FP2	813	 
2287	AMD Turion II Dual-Core Mobile M500	2.2 GHz	2	S1	813	 
2288	Intel Atom x5-Z8300	1.4 GHz	4	UTBGA592	811	 
2289	Intel Core2 Duo E6540	2.3 GHz	2	LGA775	808	 
2290	Intel Core2 Duo E6420	2.1 GHz	2	PLGA775	807	 
2291	AMD A4-3305M APU	1.9 GHz	2	FS1	807	 
2292	AMD Opteron 1214 HE	2.2 GHz	2	AM2	806	 
2293	AMD Athlon 64 X2 Dual Core 5200+	2.7 GHz	2	AM2	806	 
2294	Intel Xeon E5503	2.0 GHz	2	LGA1366	804	 
2295	Intel Core2 Duo E4700	2.6 GHz	2	LGA775	803	 
2296	AMD Athlon64 X2 Dual Core 4600+	2.4 GHz	2	AM2	803	 
2297	Intel Pentium T4300	2.1 GHz	2	PGA478	802	 
2298	Celeron Dual-Core T3500	2.1 GHz	2	PGA478	801	 
2299	AMD Turion II P540 Dual-Core	2.4 GHz	2	S1	801	 
2300	Intel Core2 Duo E6400	2.1 GHz	2	LGA775	800	 
2301	AMD Athlon 64 X2 Dual Core 5800+	3.0 GHz	2	797	 
2302	AMD Athlon 5000 Dual-Core	2.2 GHz	2	AM2,AM2+	796	 
2303	AMD Athlon Dual Core 5200B	2.7 GHz	2	AM2	796	 
2304	Intel Atom Z3775D	1.5 GHz	4	UTBGA1380	794	 
2305	AMD A4-9120e	1.5 GHz	2	FT4	793	 
2306	Intel Core2 Duo P7450	2.1 GHz	2	PGA478	792	 
2307	AMD Athlon 7450 Dual-Core	2.4 GHz	2	AM2+	789	 
2308	Intel Xeon 3040	1.9 GHz	2	LGA775	789	 
2309	Intel Pentium 997	1.6 GHz	2	BGA-1023	789	 
2310	Intel Core2 Duo T8100	2.1 GHz	2	BGA479	788	 
2311	Intel Pentium T4400	2.2 GHz	2	PGA478	787	 
2312	Intel Celeron E3200	2.4 GHz	2	LGA775	786	 
2313	Intel Pentium B940	2.0 GHz	2	PGA988	783	 
2314	AMD Athlon 64 X2 Dual Core 5400+	2.8 GHz	2	AM2	775	 
2315	VIA QuadCore L4700	1.2 GHz	4	773	 
2316	AMD Athlon 64 X2 Dual Core 4600+	2.4 GHz	2	AM2	772	 
2317	Intel Core2 Duo P7370	2.0 GHz	2	PGA478	771	 
2318	Athlon Dual Core 4850e	2.5 GHz	2	AM2	769	 
2319	Intel Xeon 5130	2.0 GHz	2	LGA771	769	 
2320	Intel Celeron E3300	2.5 GHz	2	LGA775	768	 
2321	AMD Athlon II N350 Dual-Core	2.4 GHz	2	767	 
2322	AMD Opteron 280	2.4 GHz	2	940	765	 
2323	Intel Xeon 5120	1.9 GHz	2	LGA771	763	 
2324	AMD Opteron 270	2.0 GHz	2	940	761	 
2325	Intel Core2 Duo E4600	2.4 GHz	2	LGA775	761	 
2326	AMD Athlon II P360 Dual-Core	2.3 GHz	2	S1g4	761	 
2327	AMD Athlon Dual Core 5050e	2.6 GHz	2	AM2	759	 
2328	Intel Core2 Duo T7400	2.2 GHz	2	BGA479	758	 
2329	AMD GX-218GL SOC	1.8 GHz	2	BGA769 (FT3b)	754	 
2330	Intel Celeron B820	1.7 GHz	2	PGA988B	754	 
2331	Intel Core i5-470UM	1.3 GHz	2	BGA1288	752	 
2332	Intel Atom Z3775	1.5 GHz	4	UTBGA1380	752	 
2333	Intel Pentium E2200	2.2 GHz	2	LGA775	750	 
2334	AMD Athlon II P340 Dual-Core	2.2 GHz	2	S1g4	748	 
2335	Dual-Core AMD Opteron 1220 SE	2.8 GHz	2	AM2	748	 
2336	Intel Pentium T4500	2.3 GHz	2	PGA478	748	 
2337	Intel Celeron 1047UE	1.4 GHz	2	BGA1023	748	 
2338	Intel Pentium T4200	2.0 GHz	2	PGA478	747	 
2339	AMD Turion II Dual-Core Mobile M520	2.3 GHz	2	S1	746	 
2340	AMD Opteron 180	2.4 GHz	2	939	746	 
2341	AMD Athlon 64 X2 Dual Core 5000+	2.6 GHz	2	AM2	746	 
2342	Intel Pentium D 960	3.6 GHz	2	PLGA775	743	 
2343	Intel Atom Z3770	1.5 GHz	4	UTBGA1380	743	 
2344	AMD Turion X2 Ultra Dual-Core Mobile ZM-86	2.4 GHz	2	S1	740	 
2345	AMD Turion 64 X2 Mobile TL-62	2.1 GHz	2	S1	738	 
2346	AMD Athlon Dual Core 5600B	2.9 GHz	2	AM2+	737	 
2347	Intel Core i3-380UM	1.3 GHz	2	BGA1288	737	 
2348	Athlon 64 Dual Core 3800+	2.0 GHz	2	736	 
2349	AMD Athlon Dual Core 4850e	2.5 GHz	2	AM2	735	 
2350	AMD Opteron 1216	2.4 GHz	2	AM2	734	 
2351	AMD Athlon 5200 Dual-Core	2.7 GHz	2	AM2	734	 
2352	Intel Core2 Duo P7350	2.0 GHz	2	BGA479	732	 
2353	Intel Celeron 2961Y	1.1 GHz	2	732	 
2354	AMD Turion X2 Ultra Dual-Core Mobile ZM-85	2.3 GHz	2	S1	730	 
2355	Intel Core2 Duo T7200	2.0 GHz	2	PBGA479, PPGA478	729	 
2356	AMD Opteron 1216 HE	2.4 GHz	2	AM2	727	 
2357	AMD Athlon Dual Core 4850B	2.5 GHz	2	AM2+	727	 
2358	AMD Athlon 64 X2 Dual Core 4400+	2.3 GHz	2	AM2	727	 
2359	AMD E2-3000 APU	1.7 GHz	2	FT3	726	 
2360	Intel Core2 Duo T6600	2.2 GHz	2	PGA478	724	 
2361	AMD Turion X2 Ultra Dual-Core Mobile ZM-84	2.3 GHz	2	S1	720	 
2362	Intel Celeron 2955U	1.4 GHz	2	BGA1168	716	 
2363	Intel Celeron 877	1.4 GHz	2	BGA1023	713	 
2364	Intel Celeron E1600	2.4 GHz	2	LGA775	712	 
2365	Intel Atom x5-Z8330	1.4 GHz	4	711	 
2366	AMD Athlon 64 FX-60 Dual Core	2.6 GHz	2	939	709	 
2367	Intel Celeron P4500	1.9 GHz	2	PGA988A	709	 
2368	Intel Core2 Duo T7300	2.0 GHz	2	BGA479	708	 
2369	AMD GX-217GA SOC	1.7 GHz	2	FT3 (769-BGA)	707	 
2370	Intel Core2 Duo T6670	2.2 GHz	2	PGA478	707	 
2371	Intel Celeron 1007U	1.5 GHz	2	BGA1023	706	 
2372	Intel Core2 Duo T5850	2.2 GHz	2	Socket P	705	 
2373	Intel Atom E3840	1.9 GHz	4	704	 
2374	Intel Core2 Duo T5870	2.0 GHz	2	PPGA478, Socket	704	 
2375	AMD Turion II Neo N54L Dual-Core	2.2 GHz	2	BGA812	704	 
2376	Intel Pentium E2210	2.2 GHz	2	LGA775	702	 
2377	AMD Opteron 1214	2.2 GHz	2	AM2	696	 
2378	Intel Core2 Duo T7250	2.0 GHz	2	BGA479	695	 
2379	AMD Opteron 185	2.6 GHz	2	939	695	 
2380	AMD Athlon 64 X2 Dual Core 4800+	2.5 GHz	2	AM2	693	 
2381	Intel Celeron G470	2.0 GHz	1	LGA1155	691	 
2382	Intel Celeron 887	1.5 GHz	2	BGA1023	691	 
2383	Intel Core2 Duo E4500	2.2 GHz	2	LGA775	690	 
2384	Intel Core2 Duo T6570	2.1 GHz	2	PGA478	689	 
2385	AMD Opteron 175	2.2 GHz	2	939	689	 
2386	Intel Celeron P4505	1.9 GHz	2	BGA1288	689	 
2387	Intel Core2 Duo T6400	2.0 GHz	2	PGA478	688	 
2388	AMD Athlon X2 Dual Core BE-2400	2.3 GHz	2	FT1	688	 
2389	AMD Turion X2 Ultra Dual-Core Mobile ZM-87	2.4 GHz	2	S1	688	 
2390	AMD Athlon II Dual-Core M320	2.1 GHz	2	687	 
2391	Intel Core2 Duo T6500	2.1 GHz	2	PGA478	686	 
2392	AMD Turion X2 Dual-Core Mobile RM-74	2.2 GHz	2	S1	686	 
2393	AMD Turion II Neo K685 Dual-Core	1.8 GHz	2	BGA812	684	 
2394	Athlon Dual Core 4450e	2.3 GHz	2	AM2	681	 
2395	Intel Core2 Duo L7800	2.0 GHz	2	680	 
2396	Intel Pentium E2180	2.0 GHz	2	LGA775	679	 
2397	Intel Celeron N3060	1.6 GHz	2	677	 
2398	AMD Athlon II Dual-Core M340	2.2 GHz	2	676	 
2399	AMD Athlon II X2 270u	2.0 GHz	2	AM3	675	 
2400	AMD Athlon 64 X2 Dual Core 3600+	2.0 GHz	2	AM2	674	 
2401	Intel Celeron J3060	1.6 GHz	2	BGA1170	672	 
2402	Intel Celeron N2910	1.6 GHz	4	BGA1170	672	 
2403	Intel Core2 Duo T5750	2.0 GHz	2	Socket P	671	 
2404	AMD Turion X2 Dual-Core Mobile RM-75	2.2 GHz	2	S1	670	 
2405	AMD E2-3000M APU	1.8 GHz	2	FS1	669	 
2406	VIA QuadCore U4650	1.0 GHz	4	666	 
2407	Intel Core i3-330UM	1.2 GHz	2	BGA1288	666	 
2408	AMD Athlon II N330 Dual-Core	2.3 GHz	2	665	 
2409	AMD A4-3300M APU	1.9 GHz	2	FM1	665	 
2410	AMD Athlon II X2 260u	1.8 GHz	2	AM3	663	 
2411	AMD Athlon 64 X2 QL-64	2.1 GHz	2	S1	661	 
2412	Intel Core2 Duo E4400	2.0 GHz	2	LGA775	660	 
2413	AMD Turion Dual-Core RM-75	2.2 GHz	2	S1	659	 
2414	AMD Athlon 64 X2 Dual Core 4200+	2.2 GHz	2	AM2	658	 
2415	AMD Athlon X2 Dual Core BE-2350	2.1 GHz	2	AM2	658	 
2416	Celeron Dual-Core T3300	2.0 GHz	2	μPGA-478	658	 
2417	AMD Athlon Dual Core 4450e	2.3 GHz	2	AM2	657	 
2418	AMD Turion X2 Ultra Dual-Core Mobile ZM-82	2.2 GHz	2	S1	654	 
2419	Intel Celeron E1400	2.0 GHz	2	LGA775	654	 
2420	AMD Turion X2 Dual-Core Mobile RM-72	2.1 GHz	2	S1	653	 
2421	Intel Celeron B800	1.5 GHz	2	PGA988B	653	 
2422	Intel Core2 Duo U9600	1.6 GHz	2	BGA956	651	 
2423	Athlon Dual Core 4050e	2.1 GHz	2	AM2	651	 
2424	AMD Turion Dual-Core RM-72	2.1 GHz	2	S1	649	 
2425	Intel Celeron N3000	1.0 GHz	2	BGA1170	649	 
2426	Intel Celeron E1500	2.2 GHz	2	LGA775	649	 
2427	AMD Opteron 170	2.0 GHz	2	939	648	 
2428	AMD Turion 64 X2 Mobile TL-64	2.2 GHz	2	S1	648	 
2429	Intel Core2 Duo SL9400	1.9 GHz	2	BGA956	647	 
2430	AMD Athlon Dual Core 4450B	2.3 GHz	2	AM2+	643	 
2431	Intel Core2 Duo T5800	2.0 GHz	2	PGA478	642	 
2432	Intel Pentium 2129Y	1.1 GHz	2	BGA1023	638	 
2433	AMD Turion X2 Dual-Core Mobile RM-77	2.3 GHz	2	S1	635	 
2434	Intel Core2 Duo T5300	1.7 GHz	2	PGA478	635	 
2435	Intel Core2 Duo T7100	1.8 GHz	2	BGA479	634	 
2436	Intel Pentium D 950	3.4 GHz	2	PLGA775	634	 
2437	Intel Pentium T3200	2.0 GHz	2	PPGA478	633	 
2438	Intel Celeron B815	1.6 GHz	2	PGA988B	633	 
2439	AMD Turion X2 Dual Core Mobile RM-76	2.3 GHz	2	S1	631	 
2440	Intel Core2 Duo T5600	1.8 GHz	2	PGA478	631	 
2441	Intel Pentium E2160	1.8 GHz	2	LGA775	630	 
2442	AMD Turion 64 X2 Mobile TL-66	2.3 GHz	2	S1	627	 
2443	Intel Atom C2358	1.7 GHz	2	BGA1283	625	 
2444	Intel Celeron 857	1.2 GHz	2	BGA1023	625	 
2445	AMD Athlon 64 X2 Dual Core 3800+	2.0 GHz	2	AM2	624	 
2446	Intel Pentium 957	1.2 GHz	2	BGA1023	622	 
2447	AMD Athlon 64 X2 Dual-Core TK-57	1.9 GHz	2	619	 
2448	Intel Celeron J1800	2.4 GHz	2	BGA1170	618	 
2449	AMD Athlon II P320 Dual-Core	2.1 GHz	2	618	 
2450	AMD Turion X2 Dual-Core Mobile RM-70	2.0 GHz	2	S1	617	 
2451	Intel Atom Z3745	1.3 GHz	4	UTBGA1380	617	 
2452	Intel Core2 Duo L9300	1.6 GHz	2	BGA956	615	 
2453	Intel Atom Z3740D	1.3 GHz	4	UTBGA1380	614	 
2454	AMD Athlon II Dual-Core M300	2.0 GHz	2	610	 
2455	AMD Athlon 64 X2 QL-65	2.1 GHz	2	S1	609	 
2456	Intel Core2 Duo L7700	1.8 GHz	2	607	 
2457	AMD Athlon II X2 250u	1.6 GHz	2	AM3	604	 
2458	AMD Turion X2 Dual Core L510	1.6 GHz	2	ASB1	603	 
2459	Celeron Dual-Core T3000	1.8 GHz	2	PGA478	603	 
2460	Intel Celeron 847E	1.1 GHz	2	BGA1023	603	 
2461	Intel Xeon 5110	1.6 GHz	2	LGA771	600	 
2462	AMD E1 Micro-6200T APU	1.0 GHz	2	FT3b	600	 
2463	Intel Atom S1260	2.0 GHz	2	BGA1283	596	 
2464	Intel Celeron J1750	2.4 GHz	2	BGA1170	595	 
2465	Intel Pentium T3400	2.2 GHz	2	PPGA478	594	 
2466	Intel Celeron U3600	1.2 GHz	2	BGA1288	594	 
2467	AMD Athlon 64 X2 Dual Core BE-2300	1.9 GHz	2	AM2	594	 
2468	AMD Opteron 1212	2.0 GHz	2	AM2	593	 
2469	Intel Atom Z3740	1.3 GHz	4	UTBGA1380	593	 
2470	Intel Celeron N2840	2.2 GHz	2	BGA1170	592	 
2471	AMD E1-2500 APU	1.4 GHz	2	FT3	591	 
2472	AMD Athlon 64 X2 QL-66	2.2 GHz	2	S1	591	 
2473	AMD Turion Dual-Core RM-74	2.2 GHz	2	S1	588	 
2474	Intel Pentium 967	1.3 GHz	2	BGA1023	588	 
2475	Intel Pentium U5600	1.3 GHz	2	BGA1288	587	 
2476	AMD Turion II Neo N40L Dual-Core	1.5 GHz	2	BGA812	587	 
2477	Intel Atom Z3745D	1.3 GHz	4	585	 
2478	Intel Atom C2338	1.7 GHz	2	BGA1283	584	 
2479	Intel Celeron P4600	2.0 GHz	2	PGA988A	583	 
2480	Intel Xeon MV 3.20GHz	3.2 GHz	2	mPGA604	582	 
2481	AMD Athlon 64 X2 QL-67	2.2 GHz	2	S1	582	 
2482	Intel Celeron G465	1.9 GHz	1	LGA1155	580	 
2483	Intel Core2 Duo T5900	2.2 GHz	2	Socket P	579	 
2484	Intel Celeron N3010	1.0 GHz	2	BGA1170	579	 
2485	AMD Athlon 64 X2 Dual-Core TK-42	1.6 GHz	2	577	 
2486	Intel Celeron 1019Y	1.0 GHz	2	BGA1023	576	 
2487	Intel Celeron N3050	1.6 GHz	2	BGA1170	576	 
2488	Intel Core2 Duo L7500	1.6 GHz	2	BGA479	575	 
2489	AMD Athlon 64 X2 Dual Core 4000+	2.1 GHz	2	AM2	574	 
2490	AMD Athlon 64 X2 Dual Core BE-2350	2.1 GHz	2	AM2	573	 
2491	AMD GX-212JC SOC	1.2 GHz	2	FT3b	570	 
2492	AMD E1-7010 APU	1.5 GHz	2	BGA769 (FT3b)	570	 
2493	Intel Pentium T2410	2.0 GHz	2	569	 
2494	Intel Celeron N2830	2.2 GHz	2	BGA1170	567	 
2495	AMD Athlon 64 X2 3800+	2.0 GHz	2	939	566	 
2496	AMD Turion II Neo K625 Dual-Core	1.5 GHz	2	S1	565	 
2497	AMD Athlon X2 Dual Core 6850e	1.8 GHz	2564	 
2498	AMD Sempron Dual Core 2200	2.0 GHz	2	563	 
2499	AMD Turion Dual-Core RM-70	2.0 GHz	2	S1	561	 
2500	AMD Athlon Dual Core 4050e	2.1 GHz	2	AM2	559	 
2501	Intel Atom Z3735E	1.3 GHz	4	UTBGA1380	557	 
2502	Intel Core2 Duo SU9400	1.4 GHz	2	BGA956	557	 
2503	AMD Sempron Dual Core 2300	2.2 GHz	2	555	 
2504	Intel Core2 Duo L7300	1.4 GHz	2	BGA479	550	 
2505	Intel T1500	1.9 GHz	2	548	 
2506	Intel Celeron	1.3 GHz	1	548	 
2507	Intel Core2 Duo T5550	1.8 GHz	2	PGA478	548	 
2508	AMD Athlon 64 X2 Dual-Core TK-55	1.8 GHz	2	546	 
2509	AMD Turion 64 X2 Mobile TL-60	2.0 GHz	2	S1	544	 
2510	Intel Atom Z3735G	1.3 GHz	4541	 
2511	Intel Pentium T2390	1.9 GHz	2	PPGA478	541	 
2512	Intel Atom Z3735D	1.3 GHz	4	540	 
2513	AMD Sempron 2650 APU	1.5 GHz	2	AM1,FSB1	533	 
2514	AMD Sempron Dual Core 2100	1.8 GHz	2	533	 
2515	AMD Athlon 64 X2 QL-62	2.0 GHz	2	S1	532	 
2516	AMD Opteron 165	1.8 GHz	2	939	531	 
2517	AMD Athlon 64 X2 Dual Core 3400+	2.2 GHz	2	754	531	 
2518	AMD Turion X2 Ultra Dual-Core Mobile ZM-80	2.1 GHz	2	S1	530	 
2519	Intel Atom Z3735F	1.3 GHz	4	UTBGA592	529	 
2520	Intel Celeron 867	1.3 GHz	2	BGA1023	528	 
2521	AMD Athlon II Neo K345 Dual-Core	1.4 GHz	2	527	 
2522	AMD Athlon 64 X2 QL-60	1.9 GHz	2	S1	525	 
2523	Intel Core2 Duo E6320	1.9 GHz	2	PLGA775	524	 
2524	AMD Turion 64 X2 Mobile TL-58	1.9 GHz	2	S1	523	 
2525	AMD Sempron 130	2.6 GHz	1	AM2+/AM3	521	 
2526	AMD E1-6015 APU	1.4 GHz	2	BGA769 (FT3b)	518	 
2527	AMD Athlon 64 FX-57	2.8 GHz	1	939	517	 
2528	AMD E1-6010 APU	1.4 GHz	2	FT3b	517	 
2529	Intel Core2 Duo L7400	1.5 GHz	2	BGA479	516	 
2530	Intel T2050	2.0 GHz	2	PPGA478	516	 
2531	Intel Atom E3827	1.7 GHz	2	BGA1170	515	 
2532	AMD Turion 64 X2 Mobile TL-56	1.8 GHz	2	S1	514	 
2533	Intel Core2 Duo E6300	1.9 GHz	2	LGA775, PLGA775	513	 
2534	Intel Core2 Duo T5450	1.7 GHz	2	PGA478	512	 
2535	Celeron Dual-Core T3100	1.9 GHz	2	BGA479	512	 
2536	Intel Atom Z3736F	1.3 GHz	4	UTBGA592	511	 
2537	Intel Core2 Duo E4300	1.8 GHz	2	LGA775	507	 
2538	Intel Celeron N2810	2.0 GHz	2	BGA1170	505	 
2539	Intel Core2 Duo T5500	1.7 GHz	2	PGA478	504	 
2540	Intel Core2 Duo T5470	1.6 GHz	2	PGA478	504	 
2541	AMD Athlon 64 X2 Dual-Core TK-53	1.7 GHz	2	502	 
2542	Intel Pentium 987	1.5 GHz	2	BGA1023	500	 
2543	Intel Atom D2700	2.1 GHz	2	BGA559	500	 
2544	Intel Pentium SU4100	1.3 GHz	2	BGA956	499	 
2545	AMD Sempron 150	2.9 GHz	1	AM3	498	 
2546	Intel Core Duo T2700	2.3 GHz	2	BGA479	498	 
2547	AMD Turion X2 Dual Core Mobile RM-70	2.0 GHz	2	S1	497	 
2548	AMD Athlon X2 Dual Core BE-2300	1.9 GHz	2	AM2	497	 
2549	AMD TurionX2 Dual Core Mobile RM-70	2.0 GHz	2	S1	497	 
2550	Intel Celeron E1200	1.6 GHz	2	LGA775	492	 
2551	Intel Celeron N2808	1.6 GHz	2	BGA1170	488	 
2552	Intel Atom Z3770D	1.5 GHz	4	BGA1380	488	 
2553	AMD E2-2000 APU	1.8 GHz	2	BGA413,FT1	488	 
2554	AMD Athlon Neo X2 Dual Core L335	1.6 GHz	2	487	 
2555	Intel Celeron N2806	1.6 GHz	2	BGA1170	486	 
2556	Intel Core2 Duo U9300	1.2 GHz	2	BGA956	485	 
2557	AMD Athlon 64 3100+	1.8 GHz	1	754	484	 
2558	Intel Celeron T1600	1.7 GHz	2	481	 
2559	Intel Celeron N2815	1.9 GHz	2	BGA1170	481	 
2560	AMD G-T56N	1.7 GHz	2	FT1	478	 
2561	Intel Core2 Duo L7100	1.2 GHz	2	BGA956	478	 
2562	Intel Xeon 3.20GHz	3.2 GHz	1	PPGA604	478	 
2563	Intel Celeron G460	1.8 GHz	1	LGA1155	477	 
2564	AMD Athlon Neo X2 Dual Core L325	1.5 GHz	2	476	 
2565	Intel Core2 Duo T5670	1.8 GHz	2	Socket P	476	 
2566	Intel Core2 Duo U7300	1.3 GHz	2	BGA956	476	 
2567	Intel T1400	1.7 GHz	2	475	 
2568	AMD E1-2200 APU	1.1 GHz	2	FT3	474	 
2569	Intel Celeron U3400	1.1 GHz	2	BGA1288	473	 
2570	AMD TurionX2 Dual Core Mobile RM-72	2.1 GHz	2	S1	471	 
2571	Intel Pentium Extreme Edition 955	3.5 GHz	2	PLGA775	469	 
2572	Intel Celeron N2807	1.6 GHz	2	BGA1170	468	 
2573	AMD Athlon 64 FX-59	3.0 GHz	1	939	465	 
2574	Intel Pentium E2140	1.6 GHz	2	LGA775, PLGA775	464	 
2575	AMD Athlon 64 X2 Dual Core TK-55	1.7 GHz	2	463	 
2576	Intel Celeron 847	1.1 GHz	2	BGA1023	463	 
2577	AMD Athlon 64 X2 Dual Core TK-53	1.7 GHz	2	463	 
2578	AMD Opteron 154	2.8 GHz	1	939	457	 
2579	Intel Pentium T2370	1.7 GHz	2	PPGA478	454	 
2580	AMD Opteron 254	2.8 GHz	1	940	451	 
2581	Intel Core2 Duo T5200	1.6 GHz	2	Socket M	450	 
2582	Intel Atom D2550	1.9 GHz	2	BGA559	448	 
2583	Intel Pentium D 940	3.2 GHz	2	PLGA775	447	 
2584	AMD E-350 APU	1.6 GHz	2	FT1 BGA	447	 
2585	AMD A4-1200 APU	1.0 GHz	2	FT3	445	 
2586	AMD G-T48E	1.4 GHz	2	FT1	443	 
2587	AMD G-T56E	1.7 GHz	2	FT1	442	 
2588	Intel Celeron SU2300	1.2 GHz	2	BGA956	439	 
2589	Intel Pentium U5400	1.2 GHz	2	BGA1288	439	 
2590	Intel Atom D2701	2.1 GHz	2	BGA559	438	 
2591	Intel Core2 Duo T5270	1.4 GHz	2	PGA478	437	 
2592	AMD Athlon II Neo N36L Dual-Core	1.3 GHz	2	436	 
2593	AMD E-350D APU	1.6 GHz	2	436	 
2594	Intel Celeron 925	2.3 GHz	1	433	 
2595	Intel Atom D2560	2.0 GHz	2	433	 
2596	Intel Celeron 450	2.2 GHz	1	LGA775	433	 
2597	AMD A4-1250 APU	1.0 GHz	2	FT3	432	 
2598	Intel Core2 Duo T5250	1.5 GHz	2	PGA478	432	 
2599	AMD Turion Neo X2 Dual Core L625	1.6 GHz	2	ASB1	431	 
2600	AMD Athlon LE-1640	2.7 GHz	1	AM2	430	 
2601	Intel Pentium T2310	1.5 GHz	2	PPGA478	430	 
2602	Intel Pentium T2330	1.6 GHz	2	PPGA478	429	 
2603	AMD Opteron 152	2.6 GHz	1	939	428	 
2604	AMD Athlon Neo X2 Dual Core 6850e	1.8 GHz	2	428	 
2605	Intel Celeron 807	1.5 GHz	1	BGA-1023	427	 
2606	Intel Celeron G440	1.6 GHz	1	LGA1155	426	 
2607	Intel Xeon 3.00GHz	3.0 GHz	1	PPGA604	425	 
2608	Intel Pentium D 830	3.0 GHz	2	PLGA775	424	 
2609	AMD E1-2100 APU	1.0 GHz	2	FT3	424	 
2610	Intel Pentium D 915	2.8 GHz	2	PLGA775	424	 
2611	AMD E2-1800 APU	1.7 GHz	2	FT1	424	 
2612	AMD Athlon LE-1620	2.4 GHz	1	AM2	421	 
2613	Intel Atom D525	1.8 GHz	2	BGA559	421	 
2614	Intel Celeron N2820	2.1 GHz	2	BGA1170	420	 
2615	AMD E-450 APU	1.7 GHz	2	FT1	420	 
2616	Intel Core Duo T2600	2.2 GHz	2	BGA479	418	 
2617	Intel Celeron 900	2.2 GHz	1	PGA478	418	 
2618	AMD Athlon X2 Dual Core L310	1.2 GHz	2	S1	417	 
2619	AMD Athlon LE-1660	2.8 GHz	1	AM2	416	 
2620	AMD Athlon 64 3800+	2.4 GHz	1	AM2	413	 
2621	AMD Athlon 1640B	2.7 GHz	1	AM2	412	 
2622	AMD Athlon LE-1600	2.2 GHz	1	AM2	412	 
2623	AMD E-350	1.6 GHz	2	FT1	412	 
2624	AMD E1-1500 APU	1.5 GHz	2	FT1	408	 
2625	AMD Sempron 145	2.8 GHz	1	AM3	406	 
2626	Intel Core Duo L2500	1.8 GHz	2	BGA479	404	 
2627	AMD Athlon 64 FX-55	2.6 GHz	1	939	404	 
2628	Intel Xeon 3.60GHz	3.6 GHz	1	PPGA604	403	 
2629	Intel Core Duo T2500	2.0 GHz	2	BGA479	400	 
2630	AMD Sempron LE-1300	2.3 GHz	1	AM2	400	 
2631	AMD Geode NX 2400+	1.0 GHz	1	400	 
2632	AMD Turion 64 Mobile ML-42	2.4 GHz	1	754	400	 
2633	AMD Turion 64 X2 Mobile TL-50	1.6 GHz	2	S1	400	 
2634	Intel Core i7-2630UM	1.6 GHz	2	400	 
2635	AMD Athlon X2 Dual Core 3250e	1.5 GHz	2	399	 
2636	AMD Athlon 64 3700+	2.2 GHz	1	939	394	 
2637	Intel Xeon 3.80GHz	3.8 GHz	1	PPGA604	393	 
2638	AMD Opteron 150	2.4 GHz	1	939	393	 
2639	VIA Nano X2 U4025	1.2 GHz	2	BGA400	393	 
2640	AMD Opteron 148	2.2 GHz	1	939	392	 
2641	AMD E1-1200 APU	1.4 GHz	2	FT1	388	 
2642	Intel Core Duo L2300	1.5 GHz	2	BGA479	387	 
2643	Intel Atom D510	1.7 GHz	2	BGA559	385	 
2644	Intel Atom E3825	1.3 GHz	2	BGA1170	385	 
2645	Intel Atom N2800	1.9 GHz	2	BGA559	385	 
2646	Intel Pentium 4 3.73GHz	3.7 GHz	1	385	 
2647	AMD Turion 64 Mobile ML-44	2.4 GHz	1	754	384	 
2648	AMD Turion 64 X2 Mobile TL-52	1.6 GHz	2	S1	384	 
2649	Intel Core Duo T2450	2.0 GHz	2	PGA478	383	 
2650	Intel Pentium T2130	1.9 GHz	2	PGA478	382	 
2651	Intel Core Duo T2400	1.8 GHz	2	BGA479	380	 
2652	Intel Celeron 550	2.0 GHz	1	BGA479	378	 
2653	Intel Xeon 3.40GHz	3.4 GHz	1	PPGA604	375	 
2654	AMD Athlon 64 3300+	2.4 GHz	1	375	 
2655	Intel Atom Z2760	1.8 GHz	2	-MB4760	375	 
2656	AMD Athlon 64 3400+	2.4 GHz	1	754	375	 
2657	Intel Celeron D 360	3.5 GHz	1	PLGA775	372	 
2658	AMD V140	2.3 GHz	1	S1	372	 
2659	Intel Celeron 827E	1.4 GHz	1	BGA1023	371	 
2660	Intel Atom 330	1.6 GHz	2	BGA437	371	 
2661	Intel Celeron 440	2.0 GHz	1	LGA775	368	 
2662	AMD E-300 APU	1.3 GHz	2	FT1	366	 
2663	Intel Core2 Duo U7500	1.1 GHz	2	BGA479	366	 
2664	AMD Athlon 64 3500+	2.2 GHz	1	AM2	366	 
2665	Intel Celeron 560	2.1 GHz	1	PGA478	365	 
